;export_buildings.txt DO NOT REMOVE THIS LINE, IT IS NEEDED FOR THE IDE PLUGIN TO WORK

;repairs, dismantles, and upgrades
{generic_repair}	REPAIR
{temple_of_fun_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_fun_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_temple_armenia}  TODO: Write me
{temple_of_fun_temple_armenia_desc}  TODO: Write me
{temple_of_fun_temple_armenia_desc_short}  TODO: Write me

{temple_of_fun_temple_egyptian}  TODO: Write me
{temple_of_fun_temple_egyptian_desc}  TODO: Write me
{temple_of_fun_temple_egyptian_desc_short}  TODO: Write me

{temple_of_fun_temple_thrace}  TODO: Write me
{temple_of_fun_temple_thrace_desc}  TODO: Write me
{temple_of_fun_temple_thrace_desc_short}  TODO: Write me

{temple_of_fun_temple_seleucid}  TODO: Write me
{temple_of_fun_temple_seleucid_desc}  TODO: Write me
{temple_of_fun_temple_seleucid_desc_short}  TODO: Write me

{temple_of_fun_temple_romans_julii}  TODO: Write me
{temple_of_fun_temple_romans_julii_desc}  TODO: Write me
{temple_of_fun_temple_romans_julii_desc_short}  TODO: Write me

;temple_of_fun_large_temple
{temple_of_fun_large_temple}  TODO: Write me
{temple_of_fun_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_fun_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_fun_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_large_temple_armenia}  TODO: Write me
{temple_of_fun_large_temple_armenia_desc}  TODO: Write me
{temple_of_fun_large_temple_armenia_desc_short}  TODO: Write me

{temple_of_fun_large_temple_egyptian}  TODO: Write me
{temple_of_fun_large_temple_egyptian_desc}  TODO: Write me
{temple_of_fun_large_temple_egyptian_desc_short}  TODO: Write me

{temple_of_fun_large_temple_thrace}  TODO: Write me
{temple_of_fun_large_temple_thrace_desc}  TODO: Write me
{temple_of_fun_large_temple_thrace_desc_short}  TODO: Write me

{temple_of_fun_large_temple_seleucid}  TODO: Write me
{temple_of_fun_large_temple_seleucid_desc}  TODO: Write me
{temple_of_fun_large_temple_seleucid_desc_short}  TODO: Write me

{temple_of_fun_large_temple_romans_julii}  TODO: Write me
{temple_of_fun_large_temple_romans_julii_desc}  TODO: Write me
{temple_of_fun_large_temple_romans_julii_desc_short}  TODO: Write me

;temple_of_fun_awesome_temple
{temple_of_fun_awesome_temple}  TODO: Write me
{temple_of_fun_awesome_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_fun_awesome_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_fun_awesome_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_awesome_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_awesome_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_awesome_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_awesome_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_awesome_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_awesome_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_awesome_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_awesome_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_awesome_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_awesome_temple_armenia}  TODO: Write me
{temple_of_fun_awesome_temple_armenia_desc}  TODO: Write me
{temple_of_fun_awesome_temple_armenia_desc_short}  TODO: Write me

{temple_of_fun_awesome_temple_egyptian}  TODO: Write me
{temple_of_fun_awesome_temple_egyptian_desc}  TODO: Write me
{temple_of_fun_awesome_temple_egyptian_desc_short}  TODO: Write me

{temple_of_fun_awesome_temple_thrace}  TODO: Write me
{temple_of_fun_awesome_temple_thrace_desc}  TODO: Write me
{temple_of_fun_awesome_temple_thrace_desc_short}  TODO: Write me

{temple_of_fun_awesome_temple_seleucid}  TODO: Write me
{temple_of_fun_awesome_temple_seleucid_desc}  TODO: Write me
{temple_of_fun_awesome_temple_seleucid_desc_short}  TODO: Write me

{temple_of_fun_awesome_temple_romans_julii}  TODO: Write me
{temple_of_fun_awesome_temple_romans_julii_desc}  TODO: Write me
{temple_of_fun_awesome_temple_romans_julii_desc_short}  TODO: Write me

;temple_of_fun_pantheon
{temple_of_fun_pantheon}  TODO: Write me
{temple_of_fun_pantheon_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_fun_pantheon_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_fun_pantheon_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_pantheon_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_pantheon_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_pantheon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_pantheon_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_pantheon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_pantheon_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_pantheon_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_pantheon_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_fun_pantheon_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_fun_pantheon_egyptian}  TODO: Write me
{temple_of_fun_pantheon_egyptian_desc}  TODO: Write me
{temple_of_fun_pantheon_egyptian_desc_short}  TODO: Write me

{temple_of_fun_pantheon_thrace}  TODO: Write me
{temple_of_fun_pantheon_thrace_desc}  TODO: Write me
{temple_of_fun_pantheon_thrace_desc_short}  TODO: Write me

{temple_of_fun_pantheon_seleucid}  TODO: Write me
{temple_of_fun_pantheon_seleucid_desc}  TODO: Write me
{temple_of_fun_pantheon_seleucid_desc_short}  TODO: Write me

{temple_of_fun_pantheon_romans_julii}  TODO: Write me
{temple_of_fun_pantheon_romans_julii_desc}  TODO: Write me
{temple_of_fun_pantheon_romans_julii_desc_short}  TODO: Write me

;temple_of_governors_shrine
{temple_of_governors_shrine}  TODO: Write me
{temple_of_governors_shrine_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_governors_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_governors_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_shrine_pontus}  TODO: Write me
{temple_of_governors_shrine_pontus_desc}  TODO: Write me
{temple_of_governors_shrine_pontus_desc_short}  TODO: Write me

{temple_of_governors_shrine_macedon}  TODO: Write me
{temple_of_governors_shrine_macedon_desc}  TODO: Write me
{temple_of_governors_shrine_macedon_desc_short}  TODO: Write me

;temple_of_governors_temple
{temple_of_governors_temple}  TODO: Write me
{temple_of_governors_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_governors_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_governors_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_temple_pontus}  TODO: Write me
{temple_of_governors_temple_pontus_desc}  TODO: Write me
{temple_of_governors_temple_pontus_desc_short}  TODO: Write me

{temple_of_governors_temple_macedon}  TODO: Write me
{temple_of_governors_temple_macedon_desc}  TODO: Write me
{temple_of_governors_temple_macedon_desc_short}  TODO: Write me

;temple_of_governors_large_temple
{temple_of_governors_large_temple}  TODO: Write me
{temple_of_governors_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_governors_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_governors_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_large_temple_pontus}  TODO: Write me
{temple_of_governors_large_temple_pontus_desc}  TODO: Write me
{temple_of_governors_large_temple_pontus_desc_short}  TODO: Write me

{temple_of_governors_large_temple_macedon}  TODO: Write me
{temple_of_governors_large_temple_macedon_desc}  TODO: Write me
{temple_of_governors_large_temple_macedon_desc_short}  TODO: Write me

;temple_of_governors_awesome_temple
{temple_of_governors_awesome_temple}  TODO: Write me
{temple_of_governors_awesome_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_governors_awesome_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_governors_awesome_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_awesome_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_awesome_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_awesome_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_awesome_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_awesome_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_awesome_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_awesome_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_awesome_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_awesome_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_awesome_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_awesome_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_awesome_temple_pontus}  TODO: Write me
{temple_of_governors_awesome_temple_pontus_desc}  TODO: Write me
{temple_of_governors_awesome_temple_pontus_desc_short}  TODO: Write me

{temple_of_governors_awesome_temple_macedon}  TODO: Write me
{temple_of_governors_awesome_temple_macedon_desc}  TODO: Write me
{temple_of_governors_awesome_temple_macedon_desc_short}  TODO: Write me

;temple_of_governors_pantheon
{temple_of_governors_pantheon}  TODO: Write me
{temple_of_governors_pantheon_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_governors_pantheon_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_governors_pantheon_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_pantheon_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_pantheon_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_pantheon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_pantheon_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_pantheon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_pantheon_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_pantheon_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_pantheon_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_pantheon_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_pantheon_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_governors_pantheon_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_governors_pantheon_macedon}  TODO: Write me
{temple_of_governors_pantheon_macedon_desc}  TODO: Write me
{temple_of_governors_pantheon_macedon_desc_short}  TODO: Write me

;temple_of_healing_shrine
{temple_of_healing_shrine}  TODO: Write me
{temple_of_healing_shrine_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_healing_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_healing_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_shrine_britons}  TODO: Write me
{temple_of_healing_shrine_britons_desc}  TODO: Write me
{temple_of_healing_shrine_britons_desc_short}  TODO: Write me

{temple_of_healing_shrine_egyptian}  TODO: Write me
{temple_of_healing_shrine_egyptian_desc}  TODO: Write me
{temple_of_healing_shrine_egyptian_desc_short}  TODO: Write me

{temple_of_healing_shrine_seleucid}  TODO: Write me
{temple_of_healing_shrine_seleucid_desc}  TODO: Write me
{temple_of_healing_shrine_seleucid_desc_short}  TODO: Write me

{temple_of_healing_shrine_romans_brutii}  TODO: Write me
{temple_of_healing_shrine_romans_brutii_desc}  TODO: Write me
{temple_of_healing_shrine_romans_brutii_desc_short}  TODO: Write me

;temple_of_healing_temple
{temple_of_healing_temple}  TODO: Write me
{temple_of_healing_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_healing_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_healing_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_temple_britons}  TODO: Write me
{temple_of_healing_temple_britons_desc}  TODO: Write me
{temple_of_healing_temple_britons_desc_short}  TODO: Write me

{temple_of_healing_temple_egyptian}  TODO: Write me
{temple_of_healing_temple_egyptian_desc}  TODO: Write me
{temple_of_healing_temple_egyptian_desc_short}  TODO: Write me

{temple_of_healing_temple_seleucid}  TODO: Write me
{temple_of_healing_temple_seleucid_desc}  TODO: Write me
{temple_of_healing_temple_seleucid_desc_short}  TODO: Write me

{temple_of_healing_temple_romans_brutii}  TODO: Write me
{temple_of_healing_temple_romans_brutii_desc}  TODO: Write me
{temple_of_healing_temple_romans_brutii_desc_short}  TODO: Write me

;temple_of_healing_large_temple
{temple_of_healing_large_temple}  TODO: Write me
{temple_of_healing_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_healing_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_healing_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_large_temple_britons}  TODO: Write me
{temple_of_healing_large_temple_britons_desc}  TODO: Write me
{temple_of_healing_large_temple_britons_desc_short}  TODO: Write me

{temple_of_healing_large_temple_egyptian}  TODO: Write me
{temple_of_healing_large_temple_egyptian_desc}  TODO: Write me
{temple_of_healing_large_temple_egyptian_desc_short}  TODO: Write me

{temple_of_healing_large_temple_seleucid}  TODO: Write me
{temple_of_healing_large_temple_seleucid_desc}  TODO: Write me
{temple_of_healing_large_temple_seleucid_desc_short}  TODO: Write me

{temple_of_healing_large_temple_romans_brutii}  TODO: Write me
{temple_of_healing_large_temple_romans_brutii_desc}  TODO: Write me
{temple_of_healing_large_temple_romans_brutii_desc_short}  TODO: Write me

;temple_of_healing_awesome_temple
{temple_of_healing_awesome_temple}  TODO: Write me
{temple_of_healing_awesome_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_healing_awesome_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_healing_awesome_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_awesome_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_awesome_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_awesome_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_awesome_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_awesome_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_awesome_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_awesome_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_awesome_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_awesome_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_awesome_temple_egyptian}  TODO: Write me
{temple_of_healing_awesome_temple_egyptian_desc}  TODO: Write me
{temple_of_healing_awesome_temple_egyptian_desc_short}  TODO: Write me

{temple_of_healing_awesome_temple_seleucid}  TODO: Write me
{temple_of_healing_awesome_temple_seleucid_desc}  TODO: Write me
{temple_of_healing_awesome_temple_seleucid_desc_short}  TODO: Write me

{temple_of_healing_awesome_temple_romans_brutii}  TODO: Write me
{temple_of_healing_awesome_temple_romans_brutii_desc}  TODO: Write me
{temple_of_healing_awesome_temple_romans_brutii_desc_short}  TODO: Write me

;temple_of_healing_pantheon
{temple_of_healing_pantheon}  TODO: Write me
{temple_of_healing_pantheon_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_healing_pantheon_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_healing_pantheon_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_pantheon_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_pantheon_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_pantheon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_pantheon_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_pantheon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_pantheon_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_pantheon_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_pantheon_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_healing_pantheon_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_healing_pantheon_egyptian}  TODO: Write me
{temple_of_healing_pantheon_egyptian_desc}  TODO: Write me
{temple_of_healing_pantheon_egyptian_desc_short}  TODO: Write me

{temple_of_healing_pantheon_seleucid}  TODO: Write me
{temple_of_healing_pantheon_seleucid_desc}  TODO: Write me
{temple_of_healing_pantheon_seleucid_desc_short}  TODO: Write me

{temple_of_healing_pantheon_romans_brutii}  TODO: Write me
{temple_of_healing_pantheon_romans_brutii_desc}  TODO: Write me
{temple_of_healing_pantheon_romans_brutii_desc_short}  TODO: Write me

;temple_of_horse_shrine
{temple_of_horse_shrine}  TODO: Write me
{temple_of_horse_shrine_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_horse_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_horse_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_shrine_spain}  TODO: Write me
{temple_of_horse_shrine_spain_desc}  TODO: Write me
{temple_of_horse_shrine_spain_desc_short}  TODO: Write me

{temple_of_horse_shrine_gauls}  TODO: Write me
{temple_of_horse_shrine_gauls_desc}  TODO: Write me
{temple_of_horse_shrine_gauls_desc_short}  TODO: Write me

;temple_of_horse_temple
{temple_of_horse_temple}  TODO: Write me
{temple_of_horse_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_horse_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_horse_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_temple_spain}  TODO: Write me
{temple_of_horse_temple_spain_desc}  TODO: Write me
{temple_of_horse_temple_spain_desc_short}  TODO: Write me

{temple_of_horse_temple_gauls}  TODO: Write me
{temple_of_horse_temple_gauls_desc}  TODO: Write me
{temple_of_horse_temple_gauls_desc_short}  TODO: Write me

;temple_of_horse_large_temple
{temple_of_horse_large_temple}  TODO: Write me
{temple_of_horse_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_horse_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_horse_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_horse_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_horse_large_temple_spain}  TODO: Write me
{temple_of_horse_large_temple_spain_desc}  TODO: Write me
{temple_of_horse_large_temple_spain_desc_short}  TODO: Write me

{temple_of_horse_large_temple_gauls}  TODO: Write me
